299	302	311.8487	310.7	28	107	1	-0.182431085	-0.401319321	0.862481721	-0.29499038	-0.402661427	-0.387911996	-0.417091522	-0.390077146	-0.35117196	-0.260545794	-0.096288641	0.017334652	0.001004681	-0.183246761	-0.299513853	-0.334895659	-0.324258408	-0.320729279	-0.276876666	-0.316818727	-0.16557169
224	237	252.6358	263	41	70	1	0.235150363	0.546484423	1.026981061	0.071145947	-0.581680127	-0.154078256	-0.265362138	-0.076091379	-0.040684037	-0.119420744	-0.170999709	-0.373625478	-0.863479616	-0.770410861	-0.850111076	-0.791725459	-1.278227233	-1.748170453	-1.560833066	-0.991663578	-0.05311795
217	381	218.0487	285.4	42	90	1	-0.104463157	0.278529068	1.42159522	0.239062969	-0.671277107	-0.61476846	-0.614364711	-0.55846615	-0.576152459	-0.417759801	-0.277129813	-0.254471471	-0.203114133	-0.140287686	-0.124163857	-0.175465264	-0.151981726	-0.210528924	-0.261876747	-0.290444683	-0.164149306
273	268	287.4199	274.2	39	146	1	-0.158161989	0.161189952	1.706997347	0.59329476	-0.073855279	-0.286800695	-0.460825546	-0.458877123	-0.51247967	-0.555578356	-0.632968624	-0.668471145	-0.608377426	-0.409953226	-0.253494115	-0.249031348	-0.242783202	-0.273967596	-0.272514939	-0.308105161	-0.163657349
199	164	304.2488	244.3	35	94	0	-0.122067202	-0.06599818	1.490872808	0.251356833	-0.397621011	-0.365383586	-0.456491595	-0.424010143	-0.364300098	-0.333658528	-0.267574083	-0.327936824	-0.322053525	-0.414834737	-0.315250076	-0.402341854	-0.237313775	-0.310200689	1.145774576	0.948481254	-0.282936398
302	222	249.8803	235.4	37	105	1	-0.18046613	-0.168594022	0.775979699	-0.238412353	-0.549149292	-0.416453037	-0.451300944	-0.398281258	-0.415072828	-0.377971741	-0.376419449	-0.374400132	-0.352901021	-0.30498725	-0.260991033	-0.229476488	-0.235121747	-0.249509307	-0.247273578	-0.305530544	-0.168506008
365	346	320.4884	381.6	30	128	1	-0.197799239	-0.652316121	1.503431751	-0.095237083	-0.733093537	-0.554066341	-0.64945253	-0.555438251	-0.547358196	-0.406398757	-0.272501355	0.019075127	0.226027203	0.176886746	-0.11383726	-0.341616622	-0.413414366	-0.450189732	-0.423722282	-0.438503692	-0.230321919
198	191	199.9677	203.6	31	107	1	-0.333745013	-0.649691146	1.386891813	-0.549535262	-0.962484398	-0.909095624	-1.020630778	-0.934050856	-0.780055623	-0.417410335	-0.06560066	0.17726428	0.135942695	-0.006501199	-0.275288686	-0.311780509	-0.201546705	-0.293608513	-0.295939528	-0.277157462	-0.139003402
354	340	348.518	352.3	30	129	1	-0.224075485	-0.455444865	0.711029232	-0.138248097	-0.478067104	-0.449219264	-0.460075149	-0.454488064	-0.461797254	-0.443487155	-0.391015491	-0.32035355	-0.214838587	-0.144282323	-0.155051894	-0.254224371	-0.289244458	-0.323128605	-0.305566272	-0.342121865	-0.172169035
261	256	244.6748	257.2	28	120	1	-0.19824904	-0.422995385	0.463304763	-0.271784113	-0.338390987	-0.341393812	-0.338697761	-0.319869914	-0.299249716	-0.289352398	-0.264130677	-0.259653508	-0.204908281	-0.17723857	-0.237211374	-0.296435721	-0.298167308	-0.328728113	-0.308646769	-0.358918504	-0.178347069
256	232	256.7399	260.6	46	105	1	-0.159079512	0.495219464	1.452480901	0.259615059	-0.930198876	-0.834580847	-0.599741721	-0.5400147	-0.582088543	-0.610833873	-0.607462969	-0.538783097	-0.418481492	-0.276894745	-0.151255538	-0.105640825	-0.127030875	-0.171122373	-0.149904669	-0.112521626	-0.044499796
214	210	211.1433	218.6	36	89	1	-0.111546733	0.124860024	1.441934848	0.32338318	-0.290092694	-0.281217876	-0.324785736	-0.324042448	-0.392657633	-0.469748894	-0.51114313	-0.37786579	-0.184427915	-0.120731846	-0.12257033	-0.12014627	-0.149524697	-0.089808246	0.07964758	0.121691414	-0.015016864
239	240	216.2631	229.5	29	92	1	-0.167013154	-0.482509995	0.537501146	-0.464129025	-0.489192054	-0.366074086	-0.395028427	-0.303050909	-0.244158354	-0.095571917	-0.032847201	-0.113427575	-0.273920322	-0.338208461	-0.359078835	-0.373654777	-0.365022523	-0.358212798	-0.347613042	-0.335310649	-0.160295998
492	343	327.0322	323.5	29	131	1	-0.550378072	-1.035534026	0.693661273	-0.71916216	-0.989974655	-1.022254057	-1.037580416	-1.052802389	-1.021076484	-1.013970704	-0.906399568	-0.780197157	-0.584947059	-0.473106032	-0.499432857	-0.773794478	-0.860968256	-0.955319079	-0.860276656	-0.976479345	-0.477649515
321	183	249.4794	234.1	37	98	1	-0.245459477	-0.190988696	1.220982438	-0.139861686	-0.778953417	-0.611974244	-0.741167812	-0.699008323	-0.789857424	-0.796675695	-0.862869905	-0.839298056	-0.78588515	-0.616688636	-0.548654933	-0.527425921	-0.532413976	-0.562733006	-0.563562338	-0.59463267	-0.173908332
294	282	286.0536972	292.4	28	152	1	-0.198702107	-0.498747676	0.403932818	-0.319769777	-0.361548642	-0.354981769	-0.360074673	-0.370223149	-0.367390046	-0.381820687	-0.411405675	-0.447110014	-0.402236789	-0.329193014	-0.277751892	-0.296233672	-0.288477602	-0.33480583	-0.314437388	-0.375583738	-0.18648484
140	217	218.0487	304.7	36	75	0	0.01400354	0.213269965	1.154341831	0.221147393	-0.514275292	-0.476446236	-0.625157597	-0.530593768	-0.43569143	-0.277422195	-0.156000119	-0.218529235	-0.207641079	-0.190802545	-0.215208886	-0.256145745	-0.290070672	-0.22738565	-0.244275407	-0.298422691	-0.152742497
225	224	252.6358	261.5	78	101	1	-0.807914117	-1.564291361	-0.641249089	-1.220247035	-1.263910307	-1.128175365	-0.863151901	-1.094054361	-1.281442581	-0.767899654	-0.133138258	0.286635005	0.40127474	0.699429851	0.911787703	0.797823936	-0.060123889	-0.268461371	-0.136707092	0.257009769	0.446861299
361	346	287.7777	352.9	44	181	1	-0.158818132	-0.583670134	-1.402021676	-0.985816996	-0.293611206	-0.193339075	-0.148855792	-0.11961243	-0.046746798	0.011732754	0.094507518	0.161788432	0.233984596	0.247195938	0.242579334	0.197703307	0.159505654	0.10242121	0.064140233	0.003471774	-0.017688396
261	278	245.3554	228.3	35	126	1	-0.050469853	0.016138553	1.015605143	0.257124415	-0.279815291	-0.254719618	-0.329049635	-0.285793431	-0.2839112	-0.246183136	-0.26616775	-0.227051488	-0.154930919	-0.099280371	-0.101118054	-0.107417245	-0.153525927	-0.137309614	-0.104469522	-0.09835348	-0.055419529
256	273	287.4199	270.9	37	139	1	-0.132512238	0.144807398	1.659583015	0.383507586	-0.180253558	-0.220383384	-0.430038576	-0.381020455	-0.442972555	-0.428316066	-0.486862509	-0.499755442	-0.501171085	-0.382419519	-0.245743864	-0.212927243	-0.238575845	-0.273141557	-0.266827072	-0.280850767	-0.140677311
302	299	311.8487	310.1	29	101	1	-0.113616785	-0.291650128	1.045410522	-0.16391662	-0.289101069	-0.252203811	-0.295849128	-0.251827749	-0.217441755	-0.063962274	0.094891646	0.198672532	0.090452962	-0.100801505	-0.17614617	-0.18962987	-0.16635013	-0.155469861	-0.145703897	-0.181508818	-0.103887489
